State,Year,Section_raw,Category_or_Location,Value,Note,Note2,Section,Category_or_Place
Louisiana,2021,Firearm Types with a Louisiana Recovery,Pistols,10179,,,Firearms Types Recovered in State,Pistols
Louisiana,2021,Firearm Types with a Louisiana Recovery,Rifles,1582,,,Firearms Types Recovered in State,Rifles
Louisiana,2021,Firearm Types with a Louisiana Recovery,Revolvers,1145,,,Firearms Types Recovered in State,Revolvers
Louisiana,2021,Firearm Types with a Louisiana Recovery,Shotguns,749,,,Firearms Types Recovered in State,Shotguns
Louisiana,2021,Firearm Types with a Louisiana Recovery,Receivers/Frames,78,,,Firearms Types Recovered in State,Receivers/Frames
Louisiana,2021,Firearm Types with a Louisiana Recovery,Derringers,65,,,Firearms Types Recovered in State,Derringers
Louisiana,2021,Firearm Types with a Louisiana Recovery,Other*,25,"* Other includes Silencers, Combinations, Unknown Types, Machineguns and an Any Other Weapon.",,Firearms Types Recovered in State,Other*
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,9mm,5727,,,Top Calibers Reported,9mm
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.40 Cal,1757,,,Top Calibers Reported,.40 Cal
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.22 Cal,1033,,,Top Calibers Reported,.22 Cal
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.380 Cal,838,,,Top Calibers Reported,.380 Cal
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.45 Cal,740,,,Top Calibers Reported,.45 Cal
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,12GA,528,,,Top Calibers Reported,12GA
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.38 Cal,490,,,Top Calibers Reported,.38 Cal
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,5.56mm,445,,,Top Calibers Reported,5.56mm
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,7.62mm,379,,,Top Calibers Reported,7.62mm
Louisiana,2021,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,MULTI,336,"NOTE: There were 1,415 additional traces that were associated with other calibers.​ There were 135 traces with an unknown caliber.",,Top Calibers Reported,MULTI
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Possession of Weapon,3168,,,Top Crimes Reported,Possession of Weapon
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Firearm Under Investigation,2729,,,Top Crimes Reported,Firearm Under Investigation
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Dangerous Drugs,1850,,,Top Crimes Reported,Dangerous Drugs
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Found Firearm,1270,,,Top Crimes Reported,Found Firearm
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Aggravated Assault,886,,,Top Crimes Reported,Aggravated Assault
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Homicide,563,,,Top Crimes Reported,Homicide
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Property Crimes,504,,,Top Crimes Reported,Property Crimes
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Homicide - Attempted,360,,,Top Crimes Reported,Homicide - Attempted
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Family Offense,350,,,Top Crimes Reported,Family Offense
Louisiana,2021,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Carrying Prohibited Weapon,297,"NOTE: There were 1,846 additional traces that were associated with other categories.",,Top Crimes Reported,Carrying Prohibited Weapon
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Louisiana,9199,,,Top States Where Firearms Came From,Louisiana
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Texas,724,,,Top States Where Firearms Came From,Texas
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Mississippi,384,,,Top States Where Firearms Came From,Mississippi
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Alabama,128,,,Top States Where Firearms Came From,Alabama
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Georgia,122,,,Top States Where Firearms Came From,Georgia
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Florida,93,,,Top States Where Firearms Came From,Florida
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Arkansas,79,,,Top States Where Firearms Came From,Arkansas
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Oklahoma,46,,,Top States Where Firearms Came From,Oklahoma
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Kentucky,41,,,Top States Where Firearms Came From,Kentucky
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Tennessee,41,,,Top States Where Firearms Came From,Tennessee
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Pennsylvania,36,,,Top States Where Firearms Came From,Pennsylvania
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,California,33,,,Top States Where Firearms Came From,California
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Arizona,31,,,Top States Where Firearms Came From,Arizona
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,North Carolina,30,,,Top States Where Firearms Came From,North Carolina
Louisiana,2021,Top 15 Source States for Firearms with a Louisiana Recovery,Missouri,29,"NOTE: An additional 32 states and Guam accounted for 341 other traces. The source state was identified in 11,357 total traces.",,Top States Where Firearms Came From,Missouri
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,Under 3 Months,1325,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Months to Under 7 Months,1255,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,7 Months to Under 1 Year,1312,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,1 Year to Under 2 Years,1641,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,2 Years to Under 3 Years,694,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Louisiana,2021,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Years and Over,5010,1/1/2021-12/31/2021 Louisiana Average Time-to-Crime: 5.93 Years,1/1/2021-12/31/2021 National Average Time-to-Crime: 6.24 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,17 and Under,590,,,Age of Possessors,17 and Under
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,18 to 21,1713,,,Age of Possessors,18 to 21
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,22 to 24,1195,,,Age of Possessors,22 to 24
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,25 to 30,1797,,,Age of Possessors,25 to 30
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,31 to 40,2645,,,Age of Possessors,31 to 40
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,41 to 50,885,,,Age of Possessors,41 to 50
Louisiana,2021,Age of Possessors for Firearms with a Louisiana Recovery,Over 50,837,1/1/2021-12/31/2021 Louisiana Average Age of Possessor: 32 Years,1/1/2021-12/31/2021 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,New Orleans,2017,,,Top Recovery Cities in State,New Orleans
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Baton Rouge,1961,,,Top Recovery Cities in State,Baton Rouge
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Shreveport,1433,,,Top Recovery Cities in State,Shreveport
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Lafayette,686,,,Top Recovery Cities in State,Lafayette
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Lake Charles,566,,,Top Recovery Cities in State,Lake Charles
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Monroe,452,,,Top Recovery Cities in State,Monroe
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Alexandria,382,,,Top Recovery Cities in State,Alexandria
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Broussard,304,,,Top Recovery Cities in State,Broussard
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Metairie,256,,,Top Recovery Cities in State,Metairie
Louisiana,2021,Top Recovery Cities for Firearms with a Louisiana Recovery,Slidell,249,,,Top Recovery Cities in State,Slidell
Louisiana,2022,Firearm Types with a Louisiana Recovery,Pistols,12539,,,Firearms Types Recovered in State,Pistols
Louisiana,2022,Firearm Types with a Louisiana Recovery,Rifles,1697,,,Firearms Types Recovered in State,Rifles
Louisiana,2022,Firearm Types with a Louisiana Recovery,Revolvers,1018,,,Firearms Types Recovered in State,Revolvers
Louisiana,2022,Firearm Types with a Louisiana Recovery,Shotguns,722,,,Firearms Types Recovered in State,Shotguns
Louisiana,2022,Firearm Types with a Louisiana Recovery,Receivers/Frames,117,,,Firearms Types Recovered in State,Receivers/Frames
Louisiana,2022,Firearm Types with a Louisiana Recovery,Machineguns,77,,,Firearms Types Recovered in State,Machineguns
Louisiana,2022,Firearm Types with a Louisiana Recovery,Derringers,37,,,Firearms Types Recovered in State,Derringers
Louisiana,2022,Firearm Types with a Louisiana Recovery,Unknown Types,14,,,Firearms Types Recovered in State,Unknown Types
Louisiana,2022,Firearm Types with a Louisiana Recovery,Other*,14,"* Other includes Silencers, Combinations, Any Other Weapons and a Flare Gun.",,Firearms Types Recovered in State,Other*
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,9mm,7498,,,Top Calibers Reported,9mm
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.40 Cal,2049,,,Top Calibers Reported,.40 Cal
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.22 Cal,1000,,,Top Calibers Reported,.22 Cal
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.380 Cal,847,,,Top Calibers Reported,.380 Cal
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.45 Cal,787,,,Top Calibers Reported,.45 Cal
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,5.56mm,544,,,Top Calibers Reported,5.56mm
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,12GA,528,,,Top Calibers Reported,12GA
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.38 Cal,447,,,Top Calibers Reported,.38 Cal
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,7.62mm,394,,,Top Calibers Reported,7.62mm
Louisiana,2022,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,MULTI,356,"NOTE: There were 1,516 additional traces that were associated with other calibers.​ There were 269 traces with an unknown caliber.",,Top Calibers Reported,MULTI
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Possession of Weapon,3647,,,Top Crimes Reported,Possession of Weapon
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Firearm Under Investigation,3120,,,Top Crimes Reported,Firearm Under Investigation
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Dangerous Drugs,1999,,,Top Crimes Reported,Dangerous Drugs
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Found Firearm,1582,,,Top Crimes Reported,Found Firearm
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Aggravated Assault,814,,,Top Crimes Reported,Aggravated Assault
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Carrying Prohibited Weapon,691,,,Top Crimes Reported,Carrying Prohibited Weapon
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Property Crimes,647,,,Top Crimes Reported,Property Crimes
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Weapon Offense,508,,,Top Crimes Reported,Weapon Offense
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Homicide,496,,,Top Crimes Reported,Homicide
Louisiana,2022,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Family Offense,440,"NOTE: There were 2,291 additional traces that were associated with other categories.",,Top Crimes Reported,Family Offense
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Louisiana,10839,,,Top States Where Firearms Came From,Louisiana
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Texas,857,,,Top States Where Firearms Came From,Texas
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Mississippi,520,,,Top States Where Firearms Came From,Mississippi
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Georgia,154,,,Top States Where Firearms Came From,Georgia
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Florida,147,,,Top States Where Firearms Came From,Florida
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Alabama,133,,,Top States Where Firearms Came From,Alabama
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Arkansas,91,,,Top States Where Firearms Came From,Arkansas
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Tennessee,57,,,Top States Where Firearms Came From,Tennessee
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Missouri,45,,,Top States Where Firearms Came From,Missouri
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Virginia,44,,,Top States Where Firearms Came From,Virginia
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Oklahoma,43,,,Top States Where Firearms Came From,Oklahoma
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,North Carolina,41,,,Top States Where Firearms Came From,North Carolina
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Kentucky,39,,,Top States Where Firearms Came From,Kentucky
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Arizona,30,,,Top States Where Firearms Came From,Arizona
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,California,30,,,Top States Where Firearms Came From,California
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Colorado,30,,,Top States Where Firearms Came From,Colorado
Louisiana,2022,Top 15 Source States for Firearms with a Louisiana Recovery,Ohio,30,"NOTE: An additional 32 states accounted for 338 other traces. The source state was identified in 13,468 total traces.",,Top States Where Firearms Came From,Ohio
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,Under 3 Months,1215,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Months to Under 7 Months,1189,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,7 Months to Under 1 Year,1346,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,1 Year to Under 2 Years,2621,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,2 Years to Under 3 Years,1459,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Louisiana,2022,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Years and Over,5546,1/1/2022-12/31/2022 Louisiana Average Time-to-Crime: 5.72 Years,1/1/2022-12/31/2022 National Average Time-to-Crime: 6.34 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,17 and Under,742,,,Age of Possessors,17 and Under
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,18 to 21,1944,,,Age of Possessors,18 to 21
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,22 to 24,1451,,,Age of Possessors,22 to 24
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,25 to 30,2267,,,Age of Possessors,25 to 30
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,31 to 40,2383,,,Age of Possessors,31 to 40
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,41 to 50,1232,,,Age of Possessors,41 to 50
Louisiana,2022,Age of Possessors for Firearms with a Louisiana Recovery,Over 50,1168,1/1/2022-12/31/2022 Louisiana Average Age of Possessor: 32 Years,1/1/2022-12/31/2022 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,New Orleans,2908,,,Top Recovery Cities in State,New Orleans
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Baton Rouge,2334,,,Top Recovery Cities in State,Baton Rouge
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Shreveport,1422,,,Top Recovery Cities in State,Shreveport
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Lafayette,868,,,Top Recovery Cities in State,Lafayette
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Lake Charles,639,,,Top Recovery Cities in State,Lake Charles
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Monroe,554,,,Top Recovery Cities in State,Monroe
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Alexandria,480,,,Top Recovery Cities in State,Alexandria
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Waggaman,460,,,Top Recovery Cities in State,Waggaman
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Metairie,292,,,Top Recovery Cities in State,Metairie
Louisiana,2022,Top Recovery Cities for Firearms with a Louisiana Recovery,Opelousas,259,,,Top Recovery Cities in State,Opelousas
Louisiana,2023,Firearm Types with a Louisiana Recovery,Pistols,11018,,,Firearms Types Recovered in State,Pistols
Louisiana,2023,Firearm Types with a Louisiana Recovery,Rifles,1457,,,Firearms Types Recovered in State,Rifles
Louisiana,2023,Firearm Types with a Louisiana Recovery,Revolvers,923,,,Firearms Types Recovered in State,Revolvers
Louisiana,2023,Firearm Types with a Louisiana Recovery,Shotguns,637,,,Firearms Types Recovered in State,Shotguns
Louisiana,2023,Firearm Types with a Louisiana Recovery,Machinegun Conversion Devices,62,,,Firearms Types Recovered in State,Machinegun Conversion Devices
Louisiana,2023,Firearm Types with a Louisiana Recovery,Derringers,50,,,Firearms Types Recovered in State,Derringers
Louisiana,2023,Firearm Types with a Louisiana Recovery,Receivers/Frames,47,,,Firearms Types Recovered in State,Receivers/Frames
Louisiana,2023,Firearm Types with a Louisiana Recovery,Machineguns,17,,,Firearms Types Recovered in State,Machineguns
Louisiana,2023,Firearm Types with a Louisiana Recovery,Other*,18,"* Other includes Unknown Types, Destructive Devices, an Any Other Weapon and a Silencer.",,Firearms Types Recovered in State,Other*
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,9mm,6556,,,Top Calibers Reported,9mm
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.40 Cal,1817,,,Top Calibers Reported,.40 Cal
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.22 Cal,992,,,Top Calibers Reported,.22 Cal
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.380 Cal,725,,,Top Calibers Reported,.380 Cal
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.45 Cal,662,,,Top Calibers Reported,.45 Cal
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,12GA,442,,,Top Calibers Reported,12GA
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,MULTI,404,,,Top Calibers Reported,MULTI
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,.38 Cal,389,,,Top Calibers Reported,.38 Cal
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,5.56mm,364,,,Top Calibers Reported,5.56mm
Louisiana,2023,Top Calibers Reported on Firearm Traces with a Louisiana Recovery,7.62mm,364,"NOTE: There were 1,359 additional traces that were associated with other calibers.​ There were 155 traces with an unknown caliber.",,Top Calibers Reported,7.62mm
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Possession of Weapon,2950,,,Top Crimes Reported,Possession of Weapon
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Firearm Under Investigation,2266,,,Top Crimes Reported,Firearm Under Investigation
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Found Firearm,1582,,,Top Crimes Reported,Found Firearm
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Dangerous Drugs,1556,,,Top Crimes Reported,Dangerous Drugs
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Carrying Prohibited Weapon,834,,,Top Crimes Reported,Carrying Prohibited Weapon
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Aggravated Assault,808,,,Top Crimes Reported,Aggravated Assault
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Weapon Offense,761,,,Top Crimes Reported,Weapon Offense
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Property Crimes,618,,,Top Crimes Reported,Property Crimes
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Homicide,479,,,Top Crimes Reported,Homicide
Louisiana,2023,Top Categories Reported on Firearm Traces with a Louisiana Recovery,Family Offense,343,"NOTE: There were 2,032 additional traces that were associated with other categories.",,Top Crimes Reported,Family Offense
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Louisiana,9610,,,Top States Where Firearms Came From,Louisiana
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Texas,859,,,Top States Where Firearms Came From,Texas
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Mississippi,484,,,Top States Where Firearms Came From,Mississippi
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Alabama,203,,,Top States Where Firearms Came From,Alabama
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Georgia,173,,,Top States Where Firearms Came From,Georgia
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Florida,115,,,Top States Where Firearms Came From,Florida
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Arkansas,102,,,Top States Where Firearms Came From,Arkansas
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Tennessee,89,,,Top States Where Firearms Came From,Tennessee
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,North Carolina,41,,,Top States Where Firearms Came From,North Carolina
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Oklahoma,41,,,Top States Where Firearms Came From,Oklahoma
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Ohio,40,,,Top States Where Firearms Came From,Ohio
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Kentucky,39,,,Top States Where Firearms Came From,Kentucky
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,California,36,,,Top States Where Firearms Came From,California
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,Missouri,36,,,Top States Where Firearms Came From,Missouri
Louisiana,2023,Top 15 Source States for Firearms with a Louisiana Recovery,South Carolina,31,"NOTE: An additional 32 states accounted for 313 other traces. The source state was identified in 12,212 total traces.",,Top States Where Firearms Came From,South Carolina
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,Under 3 Months,817,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Months to Under 7 Months,770,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,7 Months to Under 1 Year,990,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,1 Year to Under 2 Years,2144,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,2 Years to Under 3 Years,1833,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Louisiana,2023,Time-To-Crime Rates for Firearms with a Louisiana Recovery,3 Years and Over,5631,1/1/2023-12/31/2023 Louisiana Average Time-to-Crime: 6.17 Years,1/1/2023-12/31/2023 National Average Time-to-Crime: 6.76 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,17 and Under,677,,,Age of Possessors,17 and Under
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,18 to 21,1819,,,Age of Possessors,18 to 21
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,22 to 24,1210,,,Age of Possessors,22 to 24
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,25 to 30,1935,,,Age of Possessors,25 to 30
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,31 to 40,2165,,,Age of Possessors,31 to 40
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,41 to 50,1155,,,Age of Possessors,41 to 50
Louisiana,2023,Age of Possessors for Firearms with a Louisiana Recovery,Over 50,743,1/1/2023-12/31/2023 Louisiana Average Age of Possessor: 31 Years,1/1/2023-12/31/2023 National Average Age of Possessor: 35 Years,Age of Possessors,Over 50
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,New Orleans,2915,,,Top Recovery Cities in State,New Orleans
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Baton Rouge,1627,,,Top Recovery Cities in State,Baton Rouge
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Shreveport,1287,,,Top Recovery Cities in State,Shreveport
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Lake Charles,598,,,Top Recovery Cities in State,Lake Charles
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Monroe,470,,,Top Recovery Cities in State,Monroe
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Lafayette,422,,,Top Recovery Cities in State,Lafayette
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Alexandria,362,,,Top Recovery Cities in State,Alexandria
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Slidell,328,,,Top Recovery Cities in State,Slidell
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Metairie,273,,,Top Recovery Cities in State,Metairie
Louisiana,2023,Top Recovery Cities for Firearms with a Louisiana Recovery,Haughton,240,,,Top Recovery Cities in State,Haughton
Maine,2020,Firearm Types with a Maine Recovery,Pistols,330,,,Firearms Types Recovered in State,Pistols
Maine,2020,Firearm Types with a Maine Recovery,Rifles,139,,,Firearms Types Recovered in State,Rifles
Maine,2020,Firearm Types with a Maine Recovery,Shotguns,96,,,Firearms Types Recovered in State,Shotguns
